uniqueid,guess_number,word,guess,condition,trial,time_elapsed,init_entropy,post_entropy,init_w_remaining,post_w_remaining,expected_ent_reduction,random_ent_reduction,max_ent_reduction,min_ent_reduction,quantile_ent_reduction,quantile_ent_reduction_h,quantile_ent_reduction_l,true_ent_reduction,eff_samples
debug05QEW:debugKYVRn,2,adapt,thump,TIME,4,3.2319999999999998,3.830864708120737,1.162165333877385,482,10,2.814885809082426,2.0103115778776255,3.499015004830257,0.0,0.8775,0.8776,0.8774,2.668699374243352,9
debug05QEW:debugKYVRn,3,adapt,flock,TIME,4,2.096,1.162165333877385,0.0,10,1,1.0410435775907896,0.6897567839527718,1.162165333877385,0.0,0.8594999999999999,0.8638,0.8552,1.162165333877385,8
debug05QEW:debugKYVRn,4,adapt,windy,TIME,4,2.123,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1
debug05QEW:debugKYVRn,5,adapt,plaid,TIME,4,7.456,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1
debug05QEW:debugKYVRn,6,adapt,adapt,TIME,4,6.847,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1
debug05QEW:debugKYVRn,1,snore,raise,TIME,5,1.828,9.538495049095683,1.4560889728384672,12972,23,5.145511654791516,4.07992345806359,5.5645034399823174,1.5179568993826282,0.9857028594281144,0.9858028394321136,0.9856028794241152,8.082406076257216,44
debug05QEW:debugKYVRn,2,snore,thump,TIME,5,2.339,1.4560889728384672,1.1314286581797757,23,9,1.1501512654414792,0.6220034886735333,1.4040593914380022,0.0,0.8287342531493702,0.8288342331533693,0.828634273145371,0.3246603146586915,9
debug05QEW:debugKYVRn,3,snore,flock,TIME,5,1.9569999999999999,1.1314286581797757,0.889688683798506,9,2,1.020851421563364,0.5993870444455882,1.1185560992067696,0.0,0.9149,0.92,0.9098,0.2417399743812697,11
debug05QEW:debugKYVRn,4,snore,windy,TIME,5,2.6189999999999998,0.889688683798506,0.0,2,1,0.889688683798506,0.25712002961776825,0.889688683798506,0.0,0.8554999999999999,1.0,0.711,0.889688683798506,17
debug05QEW:debugKYVRn,5,snore,snore,TIME,5,7.837000000000001,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1
debug0Gdyl:debugZJHNc,1,smile,fight,TIME,0,20.139,9.538495049095683,5.7812233056858044,12972,1179,3.7229007066775606,4.044788653316564,5.452908811958336,1.3135923038011157,0.2741,0.2742,0.274,3.757271743409879,2
debug0Gdyl:debugZJHNc,2,smile,yield,TIME,0,30.351999999999997,5.7812233056858044,1.4668101037012544,1179,21,3.1287935677490504,3.208171720048062,4.624964456512427,0.0,0.4109,0.411,0.4108,4.31441320198455,2
debug0Gdyl:debugZJHNc,3,smile,jails,TIME,0,111.898,1.4668101037012544,0.031583350914667616,21,4,1.2265016254175924,0.7451360293468624,1.4281068106670058,0.0,0.8391,0.84,0.8382,1.4352267527865867,9
debug0Gdyl:debugZJHNc,4,smile,boils,TIME,0,71.068,0.031583350914667616,0.031583350914667616,4,4,0.0,0.007594176447878654,0.03158335091466761,0.0,0.2764,0.5528,0.0,0.0,2
debug0Gdyl:debugZJHNc,5,smile,prune,TIME,0,165.217,0.031583350914667616,0.021073592014414718,4,3,0.01052898605881287,0.007642891548805638,0.03158335091466761,0.0,0.6847,0.8156,0.5538,0.010509758900252898,2
debug0Gdyl:debugZJHNc,6,smile,smile,TIME,0,40.684,0.021073592014414718,0.0,3,1,0.021073592014414718,0.0049828349034954445,0.021073592014414718,0.0,0.9859,1.0,0.9718,0.021073592014414718,191
debug0Gdyl:debugZJHNc,1,grind,pearl,TIME,1,6.897,9.538495049095683,5.354879330628712,12972,584,4.596934622559803,4.097336033830749,5.584181879870311,1.4617540645167506,0.7779,0.778,0.7778,4.183615718466971,4
debug0Gdyl:debugZJHNc,2,grind,right,TIME,1,29.55,5.354879330628712,0.7775601588028251,584,16,3.5669121838002162,2.6306330926664616,4.442122321397548,0.0,0.8789,0.879,0.8788,4.577319171825887,7
debug0Gdyl:debugZJHNc,3,grind,grids,TIME,1,20.916999999999998,0.7775601588028251,0.0,16,1,0.7373467851251222,0.3781384150329349,0.7691498379607049,0.0,0.9934999999999999,0.9936,0.9934,0.7775601588028251,124
debug0Gdyl:debugZJHNc,4,grind,grind,TIME,1,11.584000000000001,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1
debug0Gdyl:debugZJHNc,1,shaft,pearl,TIME,2,9.53,9.538495049095683,4.108656343133932,12972,292,4.7680804960181575,4.099704009745345,5.501027743796856,1.4901420310585303,0.8739,0.874,0.8738,5.429838705961751,8
debug0Gdyl:debugZJHNc,2,shaft,moons,TIME,2,28.8,4.108656343133932,1.1016679267765674,292,30,2.990999179175904,1.996205853543274,3.6385819058079827,0.0,0.9381999999999999,0.9384,0.938,3.0069884163573644,13
debug0Gdyl:debugZJHNc,3,shaft,squid,TIME,2,49.75,1.1016679267765674,0.8434349978409637,30,17,0.278448078344373,0.38325610194610893,1.068028805982391,0.0,0.4175,0.4176,0.4174,0.2582329289356038,2
debug0Gdyl:debugZJHNc,4,shaft,stays,TIME,2,24.316999999999997,0.8434349978409637,0.41719486277602635,17,6,0.410639123613804,0.24854956035505593,0.8401422989356802,0.0,0.6940000000000001,0.6948,0.6932,0.4262401350649373,3
debug0Gdyl:debugZJHNc,5,shaft,water,TIME,2,249.373,0.41719486277602635,0.08181899607418591,6,5,0.34055817605711086,0.1281284254420968,0.4171948627760264,0.0,0.6994,0.7224,0.6764,0.33537586670184044,11
debug0Gdyl:debugZJHNc,6,shaft,white,TIME,2,9.95,0.08181899607418591,0.02056738164717323,5,2,0.05745079939159142,0.02397929858064286,0.08181899607418595,0.0,0.8262,0.8562,0.7962,0.061251614427012685,8
debug0Gdyl:debugZJHNc,7,shaft,shaft,TIME,2,59.148999999999994,0.02056738164717323,0.0,2,1,0.02056738164717323,0.0033936179717835827,0.02056738164717323,0.0,0.9175,1.0,0.835,0.02056738164717323,49
debug0Gdyl:debugZJHNc,1,early,pearl,TIME,3,6.626,9.538495049095683,2.5251908605145856,12972,34,4.6126507335441564,4.086427769828687,5.612700668759125,1.5011700573379718,0.8027,0.8028,0.8026,7.013304188581097,5
debug0Gdyl:debugZJHNc,2,early,reals,TIME,3,64.583,2.5251908605145856,0.04628958274441637,34,5,1.0716984461456158,1.24548824042851,2.503678266184435,0.0,0.4175,0.4176,0.4174,2.478901277770169,2
debug0Gdyl:debugZJHNc,3,early,bread,TIME,3,116.149,0.04628958274441637,0.04447471047398952,5,4,0.0018204983702625106,0.018274542160551046,0.04628958274441637,0.0,0.3606,0.4772,0.244,0.0018148722704268497,2
debug0Gdyl:debugZJHNc,4,early,bails,TIME,3,35.749,0.04447471047398952,0.04447471047398952,4,4,0.0,0.01744380017295168,0.04447471047398952,0.0,0.2237,0.4474,0.0,0.0,2
debug0Gdyl:debugZJHNc,5,early,haste,TIME,3,80.366,0.04447471047398952,0.0,4,1,0.041816490650697966,0.017473388668463184,0.04447471047398952,0.0,0.7987,0.896,0.7014,0.04447471047398952,9
debug0Gdyl:debugZJHNc,6,early,early,TIME,3,47.033,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1
debug0Gdyl:debugZJHNc,1,draft,white,TIME,4,6.431,9.538495049095683,4.961948145051402,12972,607,4.7633603440662,4.077374585654345,5.555812974440499,1.403265051083952,0.8741,0.8742,0.874,4.576546904044282,7
debug0Gdyl:debugZJHNc,2,draft,rules,TIME,4,17.617,4.961948145051402,3.131568383708877,607,69,3.4850156522587383,2.7057215815338362,4.285680180418135,0.0,0.8641,0.8642,0.864,1.8303797613425248,8
debug0Gdyl:debugZJHNc,3,draft,pears,TIME,4,21.383000000000003,3.131568383708877,1.9623551904867962,69,16,1.5972060027325534,1.6372372714800993,3.0078144684074246,0.0,0.4291,0.4296,0.4286,1.1692131932220806,2
debug0Gdyl:debugZJHNc,4,draft,goods,TIME,4,32.766,1.9623551904867962,0.004668346206348422,16,2,1.3301705669028892,0.7657545242886227,1.8904455355505514,0.0,0.8198,0.8212,0.8184,1.9576868442804478,5
debug0Gdyl:debugZJHNc,5,draft,tread,TIME,4,31.699,0.004668346206348422,0.004668346206348422,2,2,0.0,0.0014079732158346842,0.004668346206348422,0.0,0.3492,0.6984,0.0,0.0,2
debug0Gdyl:debugZJHNc,6,draft,dream,TIME,4,73.45,0.004668346206348422,0.004668346206348422,2,2,0.0,0.0014014375311457964,0.004668346206348422,0.0,0.3499,0.6998,0.0,0.0,2
debug0Gdyl:debugZJHNc,7,draft,draft,TIME,4,19.166,0.004668346206348422,0.0,2,1,0.004668346206348422,0.0013939681772156389,0.004668346206348422,0.0,0.8507,1.0,0.7014,0.004668346206348422,60
debug0Gdyl:debugZJHNc,1,sugar,sight,TIME,5,6.763,9.538495049095683,0.8223294226458244,12972,16,4.687886771752863,4.0708108291356915,5.580018763842545,1.4362510424792019,0.8429,0.843,0.8428,8.71616562644986,6
debug0Gdyl:debugZJHNc,2,sugar,steal,TIME,5,25.967,0.8223294226458244,0.10242570217671235,16,3,0.6566856161623076,0.5516800605537816,0.816475931384093,0.0,0.6236,0.6242,0.623,0.7199037204691121,3
debug0Gdyl:debugZJHNc,3,sugar,ruder,TIME,5,72.482,0.10242570217671235,0.0,3,1,0.10242570217671237,0.06867841343954754,0.10242570217671237,0.0,0.8667266546690662,1.0,0.7334533093381324,0.10242570217671235,111
debug0Gdyl:debugZJHNc,4,sugar,sugar,TIME,5,9.9,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1
debug0PKHY:debugwodVI,1,acorn,alien,TIME,0,10.071,9.538495049095683,3.1331735215638328,12972,23,4.9645892771553655,4.065046719071855,5.357737507110258,1.5014920581598203,0.9617,0.9618,0.9616,6.40532152753185,30
debug0PKHY:debugwodVI,2,acorn,acorn,TIME,0,28.206999999999997,3.1331735215638328,0.0,23,1,2.334832848084303,1.4352016675249155,2.9508551860879066,0.0,0.9107,0.9108,0.9106,3.1331735215638328,13
debug0PKHY:debugwodVI,1,hairy,alien,TIME,1,6.66,9.538495049095683,3.559965227450723,12972,96,5.037601234870391,4.062222367253587,5.43519985014813,1.4541990646515282,0.9725,0.9726,0.9724,5.97852982164496,37
debug0PKHY:debugwodVI,2,hairy,crime,TIME,1,15.96,3.559965227450723,2.411664644171232,96,19,1.503228648401708,1.7269396127674044,3.1704039936467523,0.0,0.35719999999999996,0.3574,0.357,1.1483005832794912,2
debug0PKHY:debugwodVI,3,hairy,laird,TIME,1,49.856,2.411664644171232,1.9468428235327626,19,11,0.8515451226226549,0.8780907688844519,2.3758738989633503,0.0,0.36019999999999996,0.3608,0.3596,0.46482182063846933,1
debug0PKHY:debugwodVI,4,hairy,hairy,TIME,1,15.28,1.9468428235327626,0.0,11,1,1.6186097518521485,0.7739792393401476,1.9364793032103949,0.0,0.9008999999999999,0.9034,0.8984,1.9468428235327626,19
debug0PKHY:debugwodVI,1,grind,alien,TIME,2,6.428999999999999,9.538495049095683,3.658574032709296,12972,92,4.934045760417401,4.080462579406976,5.5514846166449345,1.399868798866822,0.9325,0.9326,0.9324,5.879921016386387,13
debug0PKHY:debugwodVI,2,grind,bring,TIME,2,19.055,3.658574032709296,0.5904298956579348,92,2,1.9215555809665494,1.7583530106223797,3.3569078439925915,0.0,0.5669,0.567,0.5668,3.068144137051361,2
debug0PKHY:debugwodVI,3,grind,grind,TIME,2,20.272000000000002,0.5904298956579348,0.0,2,1,0.5904298956579348,0.3301683976519172,0.5904298956579348,0.0,0.7204,1.0,0.4408,0.5904298956579348,21
debug0PKHY:debugwodVI,1,smile,alien,TIME,3,7.605,9.538495049095683,0.8557148703284206,12972,29,4.964856582354669,4.071689840539539,5.417046825215694,1.35847857442726,0.9519,0.952,0.9518,8.682780178767263,20
debug0PKHY:debugwodVI,2,smile,while,TIME,3,23.824,0.8557148703284206,1.4116184522788826,29,12,0.7421393684292779,0.3487237616639938,0.8330801981782506,0.0,0.954,0.9542,0.9538,-0.555903581950462,25
debug0PKHY:debugwodVI,3,smile,smile,TIME,3,38.824,1.4116184522788826,0.0,12,1,0.9607005579923226,0.6760999104976225,1.3977160585339201,0.0,0.6545,0.6584,0.6506,1.4116184522788826,4
debug0PKHY:debugwodVI,1,sugar,alien,TIME,4,6.227,9.538495049095683,6.314452485358817,12972,1318,4.816102367484791,4.061437122755102,5.565803935775363,1.4270712499001577,0.8961,0.8962,0.896,3.224042563736866,8
debug0PKHY:debugwodVI,2,sugar,sharp,TIME,4,19.111,6.314452485358817,1.5482487934946372,1318,29,4.425090396539005,2.823617416009849,4.914259686768406,0.0,0.9833,0.9834,0.9832,4.76620369186418,43
debug0PKHY:debugwodVI,3,sugar,start,TIME,4,19.608,1.5482487934946372,0.38431730678702714,29,20,1.0490903505375633,0.7333336969059121,1.4920539789086178,0.0,0.6763,0.6766,0.676,1.16393148670761,4
debug0PKHY:debugwodVI,4,sugar,sonar,TIME,4,62.88,0.38431730678702714,0.006920245162406522,20,2,0.34646371995945435,0.2109765654514984,0.3720256487157201,0.0,0.9589082183563288,0.9594081183763248,0.9584083183363328,0.3773970616246206,32
debug0PKHY:debugwodVI,5,sugar,sugar,TIME,4,24.048000000000002,0.006920245162406522,0.0,2,1,0.0069202451624065225,0.003139023205667599,0.0069202451624065225,0.0,0.7732,1.0,0.5464,0.006920245162406522,14
debug0PKHY:debugwodVI,1,early,alien,TIME,5,5.445,9.538495049095683,4.41849933618447,12972,170,5.012502197125973,4.069640247921869,5.515919131599583,1.4541624202364694,0.9685,0.9686,0.9684,5.119995712911213,30
debug0PKHY:debugwodVI,2,early,learn,TIME,5,20.144000000000002,4.41849933618447,0.12688132785947626,170,8,2.8518567831013355,2.077068133912681,3.5552509438403614,0.0,0.8979,0.898,0.8978,4.291618008324994,9
debug0PKHY:debugwodVI,3,early,rally,TIME,5,92.648,0.12688132785947626,0.0,8,1,0.10517183442272768,0.05562799240556195,0.12603059863915683,0.0,0.8581,0.8752,0.841,0.12688132785947626,11
debug0PKHY:debugwodVI,4,early,early,TIME,5,28.888,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1
debug0mas4:debugaJRmA,1,adult,arise,TIME,0,13.311,9.538495049095683,1.9727220718794711,12972,123,5.173269111136563,4.0559263980179106,5.473566559116982,1.5057134976602013,0.9887,0.9888,0.9886,7.565772977216212,75
debug0mas4:debugaJRmA,2,adult,today,TIME,0,16.265,1.9727220718794711,0.26794267877229744,123,2,1.5944207279333755,1.1063191167000885,1.9234373351586134,0.0,0.8625,0.8626,0.8624,1.7047793931071737,9
debug0mas4:debugaJRmA,3,adult,adult,TIME,0,10.191,0.26794267877229744,0.0,2,1,0.26794267877229744,0.14431392678675942,0.26794267877229744,0.0,0.7306999999999999,1.0,0.4614,0.26794267877229744,10
debug0mas4:debugaJRmA,1,snore,arise,TIME,1,5.441,9.538495049095683,1.456542117776922,12972,24,5.292367627833659,4.062961948328597,5.548355407060356,1.4875550089191405,0.9959,0.996,0.9958,8.081952931318762,134
debug0mas4:debugaJRmA,2,snore,siren,TIME,1,21.079,1.456542117776922,0.0,24,1,0.5230814502740452,0.6169425080689614,1.4126908818916537,0.0,0.4293,0.4294,0.4292,1.456542117776922,2
debug0mas4:debugaJRmA,3,snore,sneer,TIME,1,26.165,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1
debug0mas4:debugaJRmA,4,snore,snore,TIME,1,16.727999999999998,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1
debug0mas4:debugaJRmA,1,smile,arise,TIME,2,5.291,9.538495049095683,3.0137295240496234,12972,32,5.337874290840587,4.117819543002419,5.6062646058069605,1.4914571421862353,0.9944999999999999,0.9946,0.9944,6.52476552504606,129
debug0mas4:debugaJRmA,2,smile,today,TIME,2,14.369000000000002,3.0137295240496234,3.0578157985571215,32,20,1.5064919365895582,1.1623163461119412,2.613048203888086,0.0,0.7288,0.7312,0.7264,-0.044086274507498135,3
debug0mas4:debugaJRmA,3,smile,shire,TIME,2,22.968000000000004,3.0578157985571215,2.851024469365018,20,17,0.5438505011179707,1.0221909634690196,2.698904641732013,0.0,0.2529,0.2574,0.2484,0.2067913291921033,2
debug0mas4:debugaJRmA,4,smile,spire,TIME,2,16.831,2.851024469365018,1.8802789585869644,17,10,1.1148059825198962,0.9425270186693426,2.630796251231258,0.0,0.6133000000000001,0.622,0.6046,0.9707455107780538,2
debug0mas4:debugaJRmA,5,smile,slice,TIME,2,11.600999999999999,1.8802789585869644,0.010545824484780801,10,2,1.5498050967911337,0.6766125400053918,1.860536259391096,0.0,0.9434,0.9484,0.9384,1.8697331341021837,34
debug0mas4:debugaJRmA,6,smile,smile,TIME,2,17.058,0.010545824484780801,0.0,2,1,0.0105458244847808,0.0022167323067009237,0.0105458244847808,0.0,0.8948999999999999,1.0,0.7898,0.010545824484780801,21
debug0mas4:debugaJRmA,1,early,arise,TIME,3,8.078,9.538495049095683,4.395925798547512,12972,224,5.318290761117016,4.082494680731722,5.662367776911235,1.4908674098707038,0.9944999999999999,0.9946,0.9944,5.1425692505481715,79
debug0mas4:debugaJRmA,2,early,earns,TIME,3,17.688,4.395925798547512,0.9853092818259754,224,3,2.112504895526299,1.922249879722583,3.7428033828195937,0.0,0.5851,0.5852,0.585,3.4106165167215363,2
debug0mas4:debugaJRmA,3,early,earth,TIME,3,14.697000000000001,0.9853092818259754,0.04626220739728379,3,2,0.9565284775871704,0.6035329672891747,0.9853092818259754,0.0,0.4825,0.5834,0.3816,0.9390470744286916,5
debug0mas4:debugaJRmA,4,early,earls,TIME,3,23.039,0.04626220739728379,0.0,2,1,0.04626220739728379,0.026434225306807956,0.04626220739728379,0.0,0.7142999999999999,1.0,0.4286,0.04626220739728379,11
debug0mas4:debugaJRmA,5,early,early,TIME,3,16.058,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1
debug0mas4:debugaJRmA,1,acorn,arise,TIME,4,5.377000000000001,9.538495049095683,2.675528273750124,12972,46,5.264088407476233,4.0966430645197205,5.51051056731711,1.47152437952336,0.9961,0.9962,0.996,6.862966775345559,25
debug0mas4:debugaJRmA,2,acorn,allow,TIME,4,13.793,2.675528273750124,2.8988442967816646,46,12,2.0701684489038406,1.3882902471471301,2.5498792246116624,0.0,0.9279,0.928,0.9278,-0.22331602303154074,14
debug0mas4:debugaJRmA,3,acorn,adore,TIME,4,45.935,2.8988442967816646,1.6101179030876078,12,5,1.9172489808666835,1.2242283807958156,2.5785185657943623,0.0,0.8927999999999999,0.8932,0.8924,1.2887263936940567,9
debug0mas4:debugaJRmA,4,acorn,acorn,TIME,4,12.137,1.6101179030876078,0.0,5,1,0.9853032174975461,0.7657381561770787,1.5992401068254722,0.0,0.6147,0.6968,0.5326,1.6101179030876078,3
debug0mas4:debugaJRmA,1,glare,arise,TIME,5,6.08,9.538495049095683,1.5088967608373463,12972,75,5.342217374191834,4.0743239038588,5.560266796832018,1.2058775802322184,0.9964999999999999,0.9966,0.9964,8.029598288258336,215
debug0mas4:debugaJRmA,2,glare,today,TIME,5,16.8,1.5088967608373463,1.3353214211350939,75,51,0.18194949291017165,0.7282293507697817,1.4179279514812175,0.0,0.22749999999999998,0.2276,0.2274,0.17357533970225236,2
debug0mas4:debugaJRmA,3,glare,panda,TIME,5,11.79,1.3353214211350939,1.7688488857244398,51,14,1.1058495769250913,0.6584605180463454,1.307171518625431,0.0,0.7583,0.7588,0.7578,-0.4335274645893459,6
debug0mas4:debugaJRmA,4,glare,chalk,TIME,5,27.002,1.7688488857244398,1.095851572299067,14,4,0.6487621011033399,0.44540081896770023,1.6542982491013187,0.0,0.7652,0.7664,0.764,0.6729973134253728,3
debug0mas4:debugaJRmA,5,glare,leary,TIME,5,37.745,1.095851572299067,1.0672186279252092,4,3,0.0321843737193512,0.2081331173742915,1.0958515722990667,0.0,0.6276,0.7032,0.552,0.02863294437385777,2
debug0mas4:debugaJRmA,6,glare,share,TIME,5,14.91,1.0672186279252092,1.0672186279252092,3,3,0.0,0.19105989790007638,1.0672186279252092,0.0,0.3578,0.7156,0.0,0.0,2
debug0mas4:debugaJRmA,7,glare,flare,TIME,5,10.712,1.0672186279252092,0.1970873453896491,3,2,0.983534723821515,0.1949086065979001,1.0672186279252092,0.0,0.9474,0.983,0.9118,0.87013128253556,24
debug0mas4:debugaJRmA,8,glare,blare,TIME,5,6.145,0.1970873453896491,0.0,2,1,0.19708734538964912,0.04374464174815247,0.19708734538964912,0.0,0.8890221955608878,1.0,0.7780443911217756,0.1970873453896491,33
debug0mas4:debugaJRmA,9,glare,glare,TIME,5,10.936,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1
debug1NRzV:debug9uPRg,1,sugar,water,GUESS,0,5.736000000000001,9.538495049095683,3.2850036832178873,12972,58,4.939103653354852,4.050742266692576,5.5648266757996385,1.4161219062356936,0.9450999999999999,0.9452,0.945,6.253491365877796,22
debug1NRzV:debug9uPRg,2,sugar,grate,GUESS,0,74.421,3.2850036832178873,0.715869766953138,58,5,1.8497474326804841,1.926575893077208,3.0480551345698563,0.0,0.39232153569286143,0.39232153569286143,0.39232153569286143,2.5691339162647493,2
debug1NRzV:debug9uPRg,3,sugar,sugar,GUESS,0,229.59799999999998,0.715869766953138,0.0,5,1,0.6877442851607711,0.5040771494189655,0.715869766953138,0.0,0.7857000000000001,0.8004,0.771,0.715869766953138,6
debug1NRzV:debug9uPRg,1,deals,draft,GUESS,1,7.888999999999999,9.538495049095683,0.5930983772929209,12972,25,4.444700410258015,4.110298171306133,5.5161938264281964,1.5314567761061335,0.6907,0.6908,0.6906,8.945396671802762,3
debug1NRzV:debug9uPRg,2,deals,deads,GUESS,1,24.808000000000003,0.5930983772929209,0.102122571678348,25,3,0.480870246113449,0.42095543360370963,0.5882767233707177,0.0,0.6187762447510498,0.6192761447710458,0.6182763447310538,0.49097580561457294,2
